DAY,WEEK,MONTH,YEAR,LATITUDE,LONGITUDE,filename,value
01,01,01,2001,36.6063,-118.0915,20010101.tif,841.0
02,01,01,2001,38.1674,-120.5521,20010101.tif,6965.0
03,01,01,2001,32.7667,-116.8009,20010101.tif,4456.0
06,01,01,2001,34.481819,-118.37066100000001,20010101.tif,38.0
07,02,01,2001,37.879539,-120.423181,20010102.tif,6671.0
08,02,01,2001,33.4394,-117.19781100000002,20010102.tif,5652.0
13,02,01,2001,33.76435,-117.30155,20010102.tif,2477.0
15,03,01,2001,35.616792,-118.48885600000001,20010103.tif,3042.0
08,06,02,2001,38.747969,-122.714561,20010206.tif,889.0
18,12,03,2001,40.4549,-122.8128,20010312.tif,5829.0
08,15,04,2001,36.687981,-118.24588100000001,20010415.tif,2969.0
13,15,04,2001,41.592560999999996,-122.92598899999999,20010415.tif,4911.0
20,16,04,2001,33.735819,-116.50403100000001,20010416.tif,1867.0
25,17,04,2001,40.415789000000004,-120.52211100000001,20010417.tif,2241.0
27,17,04,2001,35.3494,-115.9417,20010417.tif,1514.0
01,18,05,2001,38.170389,-120.54723100000001,20010518.tif,7076.0
02,18,05,2001,39.02025,-120.94346100000001,20010518.tif,7619.0
05,18,05,2001,38.055381,-120.53451899999999,20010518.tif,7467.0
06,19,05,2001,35.0786,-116.4011,20010519.tif,913.0
08,19,05,2001,35.0497,-119.3948,20010519.tif,2225.0
10,19,05,2001,40.2665,-122.1878,20010519.tif,4785.0
11,19,05,2001,39.3307,-120.9538,20010519.tif,7500.0
13,20,05,2001,34.012269,-116.65876100000001,20010520.tif,2819.0
15,20,05,2001,35.3128,-115.9072,20010520.tif,1442.0
16,20,05,2001,33.7317,-115.2422,20010520.tif,1060.0
17,20,05,2001,32.7167,-115.2341,20010520.tif,2535.0
20,21,05,2001,33.664011,-115.756231,20010521.tif,1161.0
20,21,05,2001,32.629,-116.1486,20010521.tif,1833.0
20,21,05,2001,34.8014,-115.37799999999999,20010521.tif,1530.0
20,21,05,2001,40.20067,-124.282675,20010521.tif,1269.0
22,21,05,2001,36.088839,-120.463769,20010521.tif,4035.0
22,21,05,2001,41.102411,-121.37961899999999,20010521.tif,4931.0
22,21,05,2001,41.317611,-120.65768899999999,20010521.tif,3600.0
23,21,05,2001,37.8798,-120.404519,20010521.tif,5403.0
24,21,05,2001,34.7319,-115.5755,20010521.tif,1502.0
24,21,05,2001,38.123000000000005,-118.9171,20010521.tif,1169.0
25,21,05,2001,40.6916,-120.7427,20010521.tif,2658.0
25,21,05,2001,40.7635,-124.2278,20010521.tif,404.0
26,21,05,2001,40.31524,-120.02431000000001,20010521.tif,1559.0
26,21,05,2001,39.045681,-122.565219,20010521.tif,4849.0
27,22,05,2001,35.2497,-116.0911,20010522.tif,0.0
27,22,05,2001,40.3716,-120.7794,20010522.tif,0.0
27,22,05,2001,40.76882,-124.22355400000001,20010522.tif,0.0
01,22,06,2001,39.091689,-122.62038899999999,20010622.tif,4581.0
01,22,06,2001,40.5853,-122.928789,20010622.tif,6154.0
02,22,06,2001,35.92965,-120.98453899999998,20010622.tif,4425.0
03,23,06,2001,40.2353,-124.27718999999999,20010623.tif,4821.0
03,23,06,2001,40.20785,-124.28026100000001,20010623.tif,4257.0
04,23,06,2001,40.495360999999995,-122.514619,20010623.tif,5770.0
05,23,06,2001,39.7405,-120.0419,20010623.tif,1971.0
06,23,06,2001,35.1872,-119.5846,20010623.tif,2532.0
07,23,06,2001,34.7189,-116.0367,20010623.tif,1376.0
07,23,06,2001,39.000111,-123.24136100000001,20010623.tif,6888.0
08,23,06,2001,34.6856,-115.3053,20010623.tif,1172.0
11,24,06,2001,36.5377,-120.8402,20010624.tif,0.0
12,24,06,2001,40.41685,-120.67293899999999,20010624.tif,0.0
13,24,06,2001,38.055381,-120.53451899999999,20010624.tif,0.0
13,24,06,2001,40.294469,-122.114011,20010624.tif,0.0
13,24,06,2001,40.68765,-122.89248899999998,20010624.tif,0.0
14,24,06,2001,34.054481,-116.48376100000002,20010624.tif,0.0
14,24,06,2001,38.90515,-120.904839,20010624.tif,0.0
14,24,06,2001,40.4149,-120.6661,20010624.tif,0.0
14,24,06,2001,40.9516,-121.4378,20010624.tif,0.0
15,24,06,2001,38.056581,-120.44188100000001,20010624.tif,0.0
16,24,06,2001,32.5749,-116.8844,20010624.tif,0.0
16,24,06,2001,32.5576,-116.8672,20010624.tif,0.0
17,25,06,2001,40.672919,-122.23128100000001,20010625.tif,0.0
17,25,06,2001,41.782489,-124.25426100000001,20010625.tif,0.0
18,25,06,2001,39.1632,-122.6428,20010625.tif,0.0
19,25,06,2001,38.606411,-120.91928100000001,20010625.tif,0.0
22,25,06,2001,36.9833,-117.8676,20010625.tif,0.0
22,25,06,2001,39.002611,-122.39981100000001,20010625.tif,0.0
25,26,06,2001,38.1819,-120.7905,20010626.tif,2703.0
26,26,06,2001,36.3046,-120.68503899999999,20010626.tif,4002.0
26,26,06,2001,35.2883,-119.6382,20010626.tif,1845.0
26,26,06,2001,36.3041,-120.6949,20010626.tif,4876.0
28,26,06,2001,40.2949,-122.1128,20010626.tif,3191.0
29,26,06,2001,40.3532,-122.1694,20010626.tif,3522.0
30,26,06,2001,35.7152,-117.917,20010626.tif,1506.0
01,27,07,2001,38.618,-120.7872,20010727.tif,6869.0
02,27,07,2001,34.740061,-117.109131,20010727.tif,1671.0
02,27,07,2001,38.1819,-120.7905,20010727.tif,3270.0
02,27,07,2001,37.9022,-118.8762,20010727.tif,2295.0
02,27,07,2001,38.1185,-119.0529,20010727.tif,2901.0
02,27,07,2001,37.918,-118.9557,20010727.tif,2569.0
02,27,07,2001,38.184119,-119.004576,20010727.tif,4474.0
02,27,07,2001,40.09411,-124.10311599999999,20010727.tif,416.0
03,27,07,2001,35.4544,-118.2234,20010727.tif,2264.0
03,27,07,2001,35.3786,-118.1959,20010727.tif,2190.0
03,27,07,2001,38.2108,-120.7905,20010727.tif,3614.0
03,27,07,2001,35.121572,-119.52615,20010727.tif,2293.0
03,27,07,2001,38.298457,-119.31711100000001,20010727.tif,2994.0
03,27,07,2001,40.6916,-120.3094,20010727.tif,2097.0
03,27,07,2001,40.7649,-120.3094,20010727.tif,5543.0
03,27,07,2001,38.8055,-119.7399,20010727.tif,2007.0
03,27,07,2001,39.8627,-120.0469,20010727.tif,2896.0
03,27,07,2001,39.8341,-120.0283,20010727.tif,2505.0
03,27,07,2001,39.8482,-120.0283,20010727.tif,2409.0
04,27,07,2001,33.4334,-116.7675,20010727.tif,3428.0
04,27,07,2001,36.0319,-116.0825,20010727.tif,1370.0
04,27,07,2001,38.1049,-118.9124,20010727.tif,1339.0
04,27,07,2001,38.5119,-119.5302,20010727.tif,4823.0
04,27,07,2001,40.7163,-120.36072,20010727.tif,2348.0
04,27,07,2001,40.7216,-120.3661,20010727.tif,2026.0
04,27,07,2001,41.4366,-120.6111,20010727.tif,2224.0
05,27,07,2001,35.042189,-119.424536,20010727.tif,2141.0
05,27,07,2001,41.1016,-121.0377,20010727.tif,3149.0
06,27,07,2001,36.63775,-121.75241899999999,20010727.tif,4182.0
06,27,07,2001,41.1016,-120.6377,20010727.tif,2667.0
06,27,07,2001,41.782489,-124.25426100000001,20010727.tif,532.0
07,27,07,2001,33.619769,-116.41658899999999,20010727.tif,1681.0
07,27,07,2001,36.2719,-117.9759,20010727.tif,1368.0
08,28,07,2001,33.9979,-116.65875,20010728.tif,2407.0
08,28,07,2001,38.460839,-120.64185,20010728.tif,4134.0
08,28,07,2001,39.131561,-123.13046899999999,20010728.tif,5218.0
08,28,07,2001,39.131561,-123.13046899999999,20010728.tif,5218.0
09,28,07,2001,38.2996,-119.2088,20010728.tif,2773.0
09,28,07,2001,40.9266,-120.0477,20010728.tif,3256.0
09,28,07,2001,41.2616,-120.5794,20010728.tif,3105.0
09,28,07,2001,41.2749,-120.5994,20010728.tif,2310.0
09,28,07,2001,41.2749,-120.5994,20010728.tif,2310.0
09,28,07,2001,41.3632,-120.6311,20010728.tif,2298.0
09,28,07,2001,41.799061,-121.77215,20010728.tif,3346.0
09,28,07,2001,41.799061,-121.77215,20010728.tif,3346.0
09,28,07,2001,41.894331,-122.58428899999998,20010728.tif,5804.0
10,28,07,2001,41.1016,-120.4277,20010728.tif,3338.0
10,28,07,2001,40.8966,-121.1561,20010728.tif,4275.0
10,28,07,2001,40.8966,-121.1561,20010728.tif,4275.0
10,28,07,2001,41.2466,-121.3994,20010728.tif,6478.0
10,28,07,2001,40.942331,-121.359081,20010728.tif,5140.0
10,28,07,2001,41.999761,-121.94851899999999,20010728.tif,5905.0
11,28,07,2001,33.8517,-116.8545,20010728.tif,4505.0
11,28,07,2001,33.7553,-117.2978,20010728.tif,2856.0
11,28,07,2001,37.9024,-118.7162,20010728.tif,1544.0
11,28,07,2001,41.0149,-121.3811,20010728.tif,4629.0
11,28,07,2001,40.9566,-121.3628,20010728.tif,4850.0
11,28,07,2001,40.9266,-121.2278,20010728.tif,4534.0
11,28,07,2001,40.9416,-121.2094,20010728.tif,2872.0
11,28,07,2001,40.702061,-122.07925,20010728.tif,6468.0
11,28,07,2001,40.927939,-121.340231,20010728.tif,4855.0
11,28,07,2001,40.927939,-121.340231,20010728.tif,4855.0
11,28,07,2001,38.6563,-119.6218,20010728.tif,5010.0
12,28,07,2001,35.023309999999995,-117.92352,20010728.tif,1851.0
12,28,07,2001,32.5631,-116.8253,20010728.tif,3999.0
12,28,07,2001,32.5631,-116.8253,20010728.tif,3999.0
12,28,07,2001,32.5631,-116.8253,20010728.tif,3999.0
12,28,07,2001,32.5631,-116.8253,20010728.tif,3999.0
12,28,07,2001,32.5631,-116.8253,20010728.tif,3999.0
12,28,07,2001,32.5589,-116.8378,20010728.tif,2932.0
12,28,07,2001,32.5601,-116.8592,20010728.tif,3485.0
12,28,07,2001,32.5601,-116.83,20010728.tif,3277.0
12,28,07,2001,32.5601,-116.83,20010728.tif,3277.0
12,28,07,2001,32.5601,-116.83,20010728.tif,3277.0
12,28,07,2001,32.5628,-116.8264,20010728.tif,3999.0
12,28,07,2001,32.5628,-116.8264,20010728.tif,3999.0
12,28,07,2001,38.056810999999996,-120.368931,20010728.tif,7691.0
12,28,07,2001,38.1333,-118.8299,20010728.tif,1294.0
12,28,07,2001,40.9566,-121.2661,20010728.tif,3269.0
12,28,07,2001,40.8532,-121.0061,20010728.tif,2211.0
12,28,07,2001,40.51415,-122.05815,20010728.tif,6151.0
13,28,07,2001,35.453,-117.8795,20010728.tif,1596.0
14,28,07,2001,32.5834,-116.5509,20010728.tif,3792.0
14,28,07,2001,37.896869,-120.423061,20010728.tif,4602.0
15,29,07,2001,35.6733,-118.0165,20010729.tif,2544.0
16,29,07,2001,40.6882,-122.7978,20010729.tif,3943.0
17,29,07,2001,32.6306,-116.0892,20010729.tif,2065.0
17,29,07,2001,35.220192,-119.598747,20010729.tif,1509.0
19,29,07,2001,41.2899,-120.4077,20010729.tif,2131.0
20,29,07,2001,37.70525,-120.231381,20010729.tif,3399.0
20,29,07,2001,39.185331,-121.112219,20010729.tif,5476.0
20,29,07,2001,40.6449,-122.4561,20010729.tif,4681.0
22,30,07,2001,34.6217,-117.2509,20010730.tif,1620.0
22,30,07,2001,35.7816,-117.9173,20010730.tif,1411.0
23,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
23,30,07,2001,37.6652,-118.5012,20010730.tif,1273.0
23,30,07,2001,41.836861,-122.583619,20010730.tif,3283.0
24,30,07,2001,37.630039000000004,-119.934739,20010730.tif,5314.0
24,30,07,2001,40.5282,-122.4161,20010730.tif,5296.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.564939,-116.79728899999999,20010730.tif,3474.0
25,30,07,2001,32.575961,-116.79696899999999,20010730.tif,4258.0
25,30,07,2001,32.575961,-116.79696899999999,20010730.tif,4258.0
25,30,07,2001,32.575961,-116.79696899999999,20010730.tif,4258.0
25,30,07,2001,32.575961,-116.79696899999999,20010730.tif,4258.0
25,30,07,2001,32.5628,-116.8061,20010730.tif,3580.0
25,30,07,2001,32.5626,-116.8061,20010730.tif,3580.0
25,30,07,2001,32.5626,-116.8061,20010730.tif,3580.0
25,30,07,2001,32.5645,-116.8056,20010730.tif,3986.0
25,30,07,2001,32.5662,-116.8056,20010730.tif,4204.0
25,30,07,2001,32.5634,-116.8056,20010730.tif,3986.0
25,30,07,2001,32.5678,-116.8056,20010730.tif,5397.0
25,30,07,2001,32.5678,-116.8056,20010730.tif,5397.0
25,30,07,2001,32.5681,-116.8056,20010730.tif,5397.0
25,30,07,2001,32.5676,-116.805,20010730.tif,4204.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,32.5667,-116.8342,20010730.tif,4332.0
25,30,07,2001,37.6169,-119.9246,20010730.tif,6697.0
26,30,07,2001,40.7982,-120.7394,20010730.tif,2838.0
26,30,07,2001,41.8199,-122.6045,20010730.tif,3866.0
27,30,07,2001,40.3266,-120.6661,20010730.tif,7662.0
29,31,07,2001,33.3753,-116.7392,20010731.tif,0.0
29,31,07,2001,38.113789000000004,-120.4217,20010731.tif,0.0
29,31,07,2001,40.8532,-120.7227,20010731.tif,0.0
30,31,07,2001,35.048080999999996,-120.33953899999999,20010731.tif,0.0
31,31,07,2001,40.495669,-122.47658899999999,20010731.tif,0.0
02,31,08,2001,32.6001,-116.8342,20010831.tif,5184.0
02,31,08,2001,32.6001,-116.8342,20010831.tif,5184.0
02,31,08,2001,32.6001,-116.8342,20010831.tif,5184.0
02,31,08,2001,32.6001,-116.8342,20010831.tif,5184.0
02,31,08,2001,32.5667,-116.8342,20010831.tif,4060.0
02,31,08,2001,32.6001,-116.8342,20010831.tif,5184.0
02,31,08,2001,40.67315,-122.81541100000001,20010831.tif,6205.0
03,31,08,2001,35.3091,-118.4506,20010831.tif,3570.0
04,31,08,2001,34.7258,-115.6731,20010831.tif,1418.0
05,32,08,2001,36.3333,-117.7342,20010832.tif,1185.0
05,32,08,2001,35.048080999999996,-120.33953899999999,20010832.tif,7080.0
06,32,08,2001,40.6299,-122.4561,20010832.tif,4282.0
08,32,08,2001,34.317369,-116.50038899999998,20010832.tif,1308.0
08,32,08,2001,32.6131,-116.8375,20010832.tif,6444.0
08,32,08,2001,32.6114,-116.8331,20010832.tif,6559.0
08,32,08,2001,32.6112,-116.8331,20010832.tif,6559.0
08,32,08,2001,32.6128,-116.8289,20010832.tif,6878.0
08,32,08,2001,32.6128,-116.8289,20010832.tif,6878.0
08,32,08,2001,32.6142,-116.8289,20010832.tif,6878.0
08,32,08,2001,32.6142,-116.8289,20010832.tif,6878.0
08,32,08,2001,32.6214,-116.83,20010832.tif,6439.0
08,32,08,2001,32.6228,-116.83,20010832.tif,6439.0
08,32,08,2001,37.6735,-118.7262,20010832.tif,1633.0
08,32,08,2001,40.75854,-120.61164,20010832.tif,6279.0
08,32,08,2001,41.0282,-120.6561,20010832.tif,3426.0
08,32,08,2001,40.7532,-120.5994,20010832.tif,6304.0
08,32,08,2001,40.6632,-120.4777,20010832.tif,2162.0
08,32,08,2001,40.44135,-120.31873,20010832.tif,2150.0
08,32,08,2001,40.6221,-120.61296000000002,20010832.tif,3340.0
08,32,08,2001,40.8382,-120.7794,20010832.tif,3685.0
08,32,08,2001,41.1449,-120.4277,20010832.tif,3270.0
08,32,08,2001,41.1882,-120.3894,20010832.tif,3215.0
08,32,08,2001,41.889959999999995,-120.11935,20010832.tif,2595.0
08,32,08,2001,41.865190000000005,-120.0708,20010832.tif,2203.0
08,32,08,2001,40.466590000000004,-120.4799,20010832.tif,2356.0
08,32,08,2001,40.7366,-120.8927,20010832.tif,5504.0
08,32,08,2001,40.6299,-122.4561,20010832.tif,4282.0
08,32,08,2001,38.7143,-119.7605,20010832.tif,3500.0
09,32,08,2001,41.1732,-120.5227,20010832.tif,2947.0
09,32,08,2001,41.2749,-120.6177,20010832.tif,2602.0
09,32,08,2001,41.1732,-120.3327,20010832.tif,4443.0
09,32,08,2001,41.2749,-120.6177,20010832.tif,2602.0
09,32,08,2001,40.77277,-120.24028,20010832.tif,2106.0
09,32,08,2001,41.3049,-120.6177,20010832.tif,2046.0
09,32,08,2001,40.7182,-122.6078,20010832.tif,2265.0
09,32,08,2001,41.6366,-120.4377,20010832.tif,2695.0
09,32,08,2001,41.678789,-122.94515,20010832.tif,6975.0
09,32,08,2001,38.6332,-119.6304,20010832.tif,3863.0
10,32,08,2001,40.8382,-120.7794,20010832.tif,3685.0
11,32,08,2001,38.1233,-119.1454,20010832.tif,3855.0
12,33,08,2001,32.647281,-116.64846100000001,20010833.tif,3827.0
12,33,08,2001,32.894719,-116.83221100000002,20010833.tif,3671.0
12,33,08,2001,36.572031,-118.06673899999998,20010833.tif,5578.0
12,33,08,2001,37.8735,-118.9865,20010833.tif,4022.0
12,33,08,2001,39.6916,-121.5311,20010833.tif,5806.0
12,33,08,2001,33.5578,-117.5453,20010833.tif,4211.0
13,33,08,2001,41.894331,-122.58428899999998,20010833.tif,5308.0
16,33,08,2001,35.6386,-118.4748,20010833.tif,2395.0
16,33,08,2001,40.4849,-122.2461,20010833.tif,2690.0
17,33,08,2001,33.925319,-116.623819,20010833.tif,1459.0
18,33,08,2001,37.7463,-120.2513,20010833.tif,5136.0
18,33,08,2001,38.2252,-120.6805,20010833.tif,3448.0
19,34,08,2001,41.08732,-120.46175,20010834.tif,3316.0
20,34,08,2001,40.2015,-124.2795,20010834.tif,6161.0
20,34,08,2001,38.807239,-122.693969,20010834.tif,7753.0
20,34,08,2001,40.49545,-122.49528899999999,20010834.tif,5091.0
21,34,08,2001,36.638211,-121.716981,20010834.tif,5923.0
22,34,08,2001,32.575961,-116.79696899999999,20010834.tif,4146.0
22,34,08,2001,32.5757,-116.81395,20010834.tif,5816.0
23,34,08,2001,34.7255,-116.0422,20010834.tif,1579.0
24,34,08,2001,40.613,-124.05416899999999,20010834.tif,8652.0
26,35,08,2001,39.179131,-122.531031,20010835.tif,5301.0
27,35,08,2001,39.0632,-120.8266,20010835.tif,7936.0
27,35,08,2001,38.572711,-122.30923899999999,20010835.tif,5860.0
28,35,08,2001,40.7465,-122.9695,20010835.tif,6781.0
28,35,08,2001,40.495669,-122.47658899999999,20010835.tif,5888.0
02,36,09,2001,33.809219,-116.9374,20010936.tif,2081.0
02,36,09,2001,33.566611,-114.825961,20010936.tif,1000.0
02,36,09,2001,34.7233,-117.2142,20010936.tif,1303.0
02,36,09,2001,34.6517,-117.2142,20010936.tif,1560.0
02,36,09,2001,35.6677,-119.7582,20010936.tif,1888.0
03,36,09,2001,35.3078,-115.9864,20010936.tif,971.0
03,36,09,2001,37.925719,-120.24068100000001,20010936.tif,4777.0
06,36,09,2001,32.589919,-116.866611,20010936.tif,3480.0
06,36,09,2001,32.589919,-116.866611,20010936.tif,3480.0
06,36,09,2001,32.589919,-116.866611,20010936.tif,3480.0
06,36,09,2001,39.7216,-121.4744,20010936.tif,4079.0
07,36,09,2001,33.484539,-114.822239,20010936.tif,1084.0
08,36,09,2001,40.6782,-120.7427,20010936.tif,-1542.0
12,37,09,2001,41.1016,-120.6377,20010937.tif,2533.0
12,37,09,2001,40.69059,-120.59523999999999,20010937.tif,5093.0
12,37,09,2001,40.9849,-120.7127,20010937.tif,5270.0
12,37,09,2001,40.8666,-120.6661,20010937.tif,2446.0
13,37,09,2001,40.9849,-120.7327,20010937.tif,4176.0
15,37,09,2001,41.0282,-120.6561,20010937.tif,3774.0
15,37,09,2001,40.9416,-120.9427,20010937.tif,2871.0
15,37,09,2001,40.993660999999996,-123.80235,20010937.tif,8811.0
16,38,09,2001,40.4866,-120.5294,20010938.tif,3823.0
16,38,09,2001,39.11615,-123.33511899999999,20010938.tif,8772.0
17,38,09,2001,33.547469,-116.2244,20010938.tif,1582.0
17,38,09,2001,40.779379999999996,-120.58741,20010938.tif,3742.0
22,38,09,2001,35.1333,-116.1842,20010938.tif,1004.0
23,39,09,2001,34.7258,-115.6731,20010939.tif,1237.0
23,39,09,2001,35.6238,-118.45700000000001,20010939.tif,2872.0
23,39,09,2001,39.9082,-121.6044,20010939.tif,8349.0
24,39,09,2001,37.7897,-120.2502,20010939.tif,4908.0
25,39,09,2001,38.987711,-120.842431,20010939.tif,8009.0
27,39,09,2001,38.431769,-120.5123,20010939.tif,7575.0
27,39,09,2001,38.919361,-122.43813899999999,20010939.tif,6613.0
02,40,10,2001,39.02025,-120.94346100000001,20011040.tif,7070.0
03,40,10,2001,37.9985,-120.22126100000001,20011040.tif,7824.0
05,40,10,2001,36.178000000000004,-118.0076,20011040.tif,1870.0
05,40,10,2001,37.824481,-120.2414,20011040.tif,7032.0
05,40,10,2001,40.874309999999994,-124.15723999999999,20011040.tif,13.0
05,40,10,2001,40.495360999999995,-122.514619,20011040.tif,5764.0
06,40,10,2001,37.969761,-120.404719,20011040.tif,7308.0
07,41,10,2001,40.6782,-120.7611,20011041.tif,-1999.0
08,41,10,2001,40.9132,-120.9811,20011041.tif,3116.0
10,41,10,2001,40.495360999999995,-122.514619,20011041.tif,6045.0
11,41,10,2001,34.025739,-116.501539,20011041.tif,1603.0
11,41,10,2001,35.913819000000004,-120.262631,20011041.tif,6194.0
15,42,10,2001,40.3849,-120.3094,20011042.tif,1492.0
15,42,10,2001,40.496631,-122.53345,20011042.tif,5551.0
19,42,10,2001,34.1458,-115.27,20011042.tif,854.0
19,42,10,2001,40.294469,-122.114011,20011042.tif,3220.0
20,42,10,2001,32.591489,-116.797031,20011042.tif,5128.0
21,43,10,2001,37.968331,-120.51585,20011043.tif,470.0
22,43,10,2001,32.704569,-116.25125,20011043.tif,3245.0
22,43,10,2001,41.217989,-121.45565,20011043.tif,1179.0
23,43,10,2001,32.591489,-116.797031,20011043.tif,4964.0
23,43,10,2001,36.4166,-116.4675,20011043.tif,1104.0
25,43,10,2001,32.605789,-116.831111,20011043.tif,4723.0
25,43,10,2001,32.605789,-116.831111,20011043.tif,4723.0
25,43,10,2001,32.606269,-116.81405,20011043.tif,6679.0
26,43,10,2001,32.5809,-116.8934,20011043.tif,3856.0
28,44,10,2001,38.618039,-120.621311,20011044.tif,0.0
02,44,11,2001,32.606689,-116.79705,20011144.tif,4694.0
02,44,11,2001,32.606689,-116.79705,20011144.tif,4694.0
02,44,11,2001,32.606689,-116.79705,20011144.tif,4694.0
03,44,11,2001,32.606689,-116.79705,20011144.tif,4694.0
03,44,11,2001,39.088739000000004,-122.475219,20011144.tif,6199.0
04,45,11,2001,39.086161,-123.037481,20011145.tif,-186.0
06,45,11,2001,39.102389,-123.05665,20011145.tif,-177.0
10,45,11,2001,35.721839,-118.68310600000001,20011145.tif,3703.0
10,45,11,2001,38.0276,-120.22096100000002,20011145.tif,6249.0
10,45,11,2001,38.184311,-120.58421100000001,20011145.tif,5889.0
30,48,11,2001,33.751089,-116.2079,20011148.tif,924.0
01,48,12,2001,33.664111,-116.1032,20011248.tif,0.0
10,50,12,2001,33.756569,-114.581139,20011250.tif,0.0
24,52,12,2001,33.610110999999996,-114.77095,20011252.tif,0.0
